person_idx,role,travel_path
387,dc_passenger,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1376,dc_driver,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
344,dc_passenger,"['4344', '72866', '4341', '25568', '4263', '25567', '4264', '65135', '72928', '16517', '83566', '83565', '83564', '83563', '83562', '27149', '16426', '16424', '26176', '16418', '15481', '16372', '16340', '16327', '11940', '11941', '11947', '80793', '11944', '11945', '11827', '11831', '80832', '8780', '8987', '14040', '8809', '8820', '8810', '8989', '8822', '8826', '8833', '8990', '80887', '8828', '8829', '8404', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
194,sov,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
198,sov,"['2395', '32085', '22508', '9858', '10189', '80206', '10188', '9921', '13587', '25223', '9923', '80269', '14361', '36509', '65841', '9906', '80273', '36512', '13091', '13092', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
983,sov,"['1733', '65042', '9138', '9137', '74436', '65928', '9136', '65934', '74438', '14926', '25460', '9135', '9134', '9133', '78076', '9132', '9130', '74454', '9129', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
595,dc_driver,"['3505', '65971', '13616', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
979,dc_passenger,"['3505', '65971', '13616', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1014,sov,"['3505', '65971', '13616', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
978,sov,"['5368', '66027', '5305', '46030', '45728', '45730', '45732', '45902', '45903', '45748', '65532', '45873', '45862', '45863', '45864', '45840', '10885', '10898', '10886', '10887', '10888', '10892', '10904', '10907', '10908', '10896', '10897', '10950', '10951', '10952', '10954', '10955', '10956', '14446', '10957', '81957', '81958', '9617', '9618', '84749', '9619', '9620', '9014', '9002', '9003', '22877', '9017', '9004', '84750', '81965', '9024', '9005', '9006', '9007', '81972', '9008', '9009', '7533', '9033', '9010', '9011', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
977,sov,"['454', '74207', '19806', '19805', '19804', '19803', '19802', '7508', '80708', '20284', '19776', '19775', '19774', '19773', '19772', '19771', '80720', '80719', '20054', '19770', '20390', '20389', '20388', '484']"
976,dc_driver,"['2645', '81612', '32380', '32828', '12067', '12248', '12247', '12246', '12245', '73857', '11120', '81635', '11119', '36698', '81637', '81638', '32366', '11075', '11074', '81662', '81878', '10973', '10974', '9094', '9095', '9096', '9097', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
512,dc_passenger,"['2645', '81612', '32380', '32828', '12067', '12248', '12247', '12246', '12245', '73857', '11120', '81635', '11119', '36698', '81637', '81638', '32366', '11075', '11074', '81662', '81878', '10973', '10974', '9094', '9095', '9096', '9097', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1120,sov,"['3519', '11181', '78221', '9568', '13611', '13613', '9564', '13614', '13618', '12779', '13631', '13626', '36448', '13620', '14343', '8461', '8463', '8630', '8631', '8634', '8525', '8526', '8527', '8528', '8529', '8530', '64416', '8531', '8535', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
926,sov,"['202', '14744', '10174', '9950', '13733', '80454', '10173', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
922,dc_driver,"['170', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
513,dc_passenger,"['170', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1158,dc_driver,"['3745', '72996', '72997', '72995', '72991', '72992', '3749', '33337', '15783', '24912', '72982', '36920', '24907', '72987', '15765', '13309', '15757', '79005', '24910', '11268', '79008', '11155', '11156', '64674', '8178', '8179', '8187', '79021', '79022', '8180', '64673', '32003', '25272', '8182', '8183', '31006', '80914', '8184', '14618', '8185', '8242', '8401', '8418', '8402', '80874', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
364,dc_passenger,"['3745', '72996', '72997', '72995', '72991', '72992', '3749', '33337', '15783', '24912', '72982', '36920', '24907', '72987', '15765', '13309', '15757', '79005', '24910', '11268', '79008', '11155', '11156', '64674', '8178', '8179', '8187', '79021', '79022', '8180', '64673', '32003', '25272', '8182', '8183', '31006', '80914', '8184', '14618', '8185', '8242', '8401', '8418', '8402', '80874', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
920,sov,"['3927', '11614', '11615', '36937', '72590', '72593', '12924', '83376', '82084', '11600', '11581', '11601', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
236,dc_driver,"['1087', '8495', '8836', '8835', '17944', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
605,dc_passenger,"['1087', '8495', '8836', '8835', '17944', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
842,dc_driver,"['1519', '9441', '74466', '9440', '14918', '65040', '25487', '81916', '9439', '9163', '9248', '9438', '9437', '74354', '81910', '25471', '9436', '65983', '9488', '9435', '81907', '81908', '9190', '9189', '9188', '9187', '9193', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1397,dc_passenger,"['1519', '9441', '74466', '9440', '14918', '65040', '25487', '81916', '9439', '9163', '9248', '9438', '9437', '74354', '81910', '25471', '9436', '65983', '9488', '9435', '81907', '81908', '9190', '9189', '9188', '9187', '9193', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1236,sov,"['2309', '80212', '18444', '9856', '9819', '9825', '18443', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1416,dc_driver,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
131,dc_passenger,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
525,dc_driver,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
363,dc_passenger,"['569', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1248,dc_driver,"['2123', '33050', '72301', '12606', '33012', '33011', '12343', '12344', '65562', '80116', '33394', '12324', '12345', '12325', '12326', '13076', '13077', '12327', '36529', '72404', '12329', '12330', '64250', '12476', '12489', '80057', '15393', '12511', '12332', '12333', '12334', '12335', '80173', '12336', '12465', '12466', '12467', '80184', '80183', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1323,dc_passenger,"['2123', '33050', '72301', '12606', '33012', '33011', '12343', '12344', '65562', '80116', '33394', '12324', '12345', '12325', '12326', '13076', '13077', '12327', '36529', '72404', '12329', '12330', '64250', '12476', '12489', '80057', '15393', '12511', '12332', '12333', '12334', '12335', '80173', '12336', '12465', '12466', '12467', '80184', '80183', '12519', '80187', '80186', '80185', '12520', '79426', '12310', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
925,dc_driver,"['2005', '80044', '12723', '72365', '12736', '14133', '12722', '12556', '80041', '80042', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
40,dc_passenger,"['2005', '80044', '12723', '72365', '12736', '14133', '12722', '12556', '80041', '80042', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1486,dc_driver,"['2437', '11399', '72445', '72442', '80237', '11400', '80238', '72440', '65076', '11401', '14201', '13598', '11408', '11423', '11422', '65079', '13563', '36573', '11421', '64581', '11461', '15169', '11459', '11454', '11388', '65081', '15376', '11387', '11385', '80263', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
453,dc_passenger,"['2437', '11399', '72445', '72442', '80237', '11400', '80238', '72440', '65076', '11401', '14201', '13598', '11408', '11423', '11422', '65079', '13563', '36573', '11421', '64581', '11461', '15169', '11459', '11454', '11388', '65081', '15376', '11387', '11385', '80263', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
362,sov,"['1963', '80088', '12650', '12649', '36454', '14069', '12562', '83336', '12559', '12561', '12555', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
348,sov,"['3171', '36848', '16752', '64661', '73440', '9595', '9603', '32045', '9596', '9597', '24963', '9598', '81186', '27159', '36856', '81188', '81187', '9599', '36857', '36855', '9600', '64656', '9713', '9714', '9659', '9660', '9648', '81740', '81739', '9649', '9650', '9705', '81744', '9634', '9652', '83375', '9653', '9654', '9655', '12754', '64679', '82238', '32008', '78214', '1693', '78213', '8468', '8469', '78212', '8521', '8522', '8523', '8532', '79305', '79304', '8533', '14558', '65825', '8534', '79303', '7690', '7691', '7692', '79311', '7626', '64634', '806', '7696', '7625', '7624', '25338', '84071', '7623', '20142', '20097', '13715', '20104', '20105', '79092', '20106', '79394', '13849', '13886', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
14,sov,"['49', '25401', '10638', '10639', '10640', '46', '80488', '10721', '10720', '10649', '80494', '13814', '65290', '10767', '80495', '13221', '10758', '36385', '10693', '10694', '14415', '14416', '14418', '10699', '10679', '10680', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1385,sov,"['1490', '25500', '9170', '14612', '14615', '14610', '14609', '9460', '25498', '9461', '14888', '14889', '9462', '15310', '9463', '36439', '9268', '65036', '9269', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
53,sov,"['2902', '12100', '12096', '12099', '81340', '12012', '83266', '83267', '83270', '83271', '17581', '12010', '83276', '83277', '12032', '11974', '12004', '83283', '83284', '12006', '83125', '83232', '14795', '11997', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
