person_idx,role,travel_path
657,dc_driver,"['2005', '80044', '12723', '72365', '12736', '14133', '12722', '12556', '80041', '80042', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1408,dc_passenger,"['2005', '80044', '12723', '72365', '12736', '14133', '12722', '12556', '80041', '80042', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
648,sov,"['3778', '13348', '73007', '21484', '65458', '73006', '33357', '73002', '65456', '15813', '15804', '27102', '24915', '72999', '15791', '79004', '13356', '15789', '79003', '79002', '13357', '65514', '15783', '24912', '72982', '36920', '24907', '72987', '15765', '13309', '15757', '79005', '24910', '11268', '79008', '11155', '11156', '64674', '8178', '8179', '8187', '79021', '79022', '8180', '64673', '32003', '25272', '8182', '8183', '31006', '80914', '8184', '14618', '8185', '8242', '8401', '8418', '8402', '80874', '8405', '80872', '8406', '8407', '8408', '8882', '8409', '80869', '8410', '80868', '8883', '8884', '8983', '8674', '8984', '8676', '8673', '8978', '8681', '8980', '8679', '8981', '8684', '8686', '8982', '8687', '8689', '79114', '79115', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
681,sov,"['1002', '74181', '7683', '19829', '36312', '7682', '7681', '7709', '7680', '7679', '7678', '7677', '7676', '7675', '7561', '7648', '64626', '7649', '7650', '17415', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
687,dc_driver,"['2293', '80151', '9887', '9874', '80168', '32091', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
22,dc_passenger,"['2293', '80151', '9887', '9874', '80168', '32091', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
743,sov,"['4727', '64578', '83224', '83225', '33822', '25174', '72486', '72488', '72484', '15161', '65772', '11726', '11725', '32669', '64860', '72461', '11724', '80126', '11595', '72600', '65343', '11594', '25185', '11356', '11355', '11354', '64585', '11336', '11335', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
752,dc_driver,"['1790', '9452', '74373', '9451', '9450', '81924', '9449', '9448', '81922', '9447', '14930', '81923', '9446', '9445', '81929', '14407', '9413', '15297', '9405', '9414', '9157', '9335', '9334', '9333', '9332', '81911', '9331', '78028', '78027', '14922', '25442', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1347,dc_passenger,"['1790', '9452', '74373', '9451', '9450', '81924', '9449', '9448', '81922', '9447', '14930', '81923', '9446', '9445', '81929', '14407', '9413', '15297', '9405', '9414', '9157', '9335', '9334', '9333', '9332', '81911', '9331', '78028', '78027', '14922', '25442', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
590,dc_driver,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
7,dc_passenger,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
322,sov,"['733', '15268', '20276', '484']"
780,dc_driver,"['4953', '56374', '24853', '4952', '24854', '56136', '56112', '11571', '11572', '11590', '11574', '11586', '11575', '13526', '79406', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
10,dc_passenger,"['4953', '56374', '24853', '4952', '24854', '56136', '56112', '11571', '11572', '11590', '11574', '11586', '11575', '13526', '79406', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
324,sov,"['3385', '36902', '3384', '16835', '32432', '11226', '11224', '11227', '64667', '32451', '11230', '65511', '11232', '11236', '64662', '11239', '79049', '3590', '20906', '73217', '25252', '14336', '25256', '13734', '13167', '25260', '79039', '79038', '13168', '79040', '11199', '65447', '11252', '36907', '36908', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
814,sov,"['170', '36360', '14352', '10740', '10698', '18252', '10701', '80456', '80457', '10702', '9932', '9933', '9947', '9934', '83458', '83423', '14395', '83430', '9935', '83459', '9958', '84985', '9938', '9939', '9940', '14587', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
818,sov,"['1490', '25500', '9170', '14612', '14615', '14610', '14609', '9460', '25498', '9461', '14888', '14889', '9462', '15310', '9463', '36439', '9268', '65036', '9269', '9270', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
573,sov,"['2257', '72331', '72332', '9900', '36496', '80143', '9852', '9899', '72388', '9898', '80169', '9879', '36513', '9875', '13586', '13585', '9870', '9869', '13578', '36488', '9868', '64237', '14247', '80213', '13580', '83359', '82697', '17220', '84140', '82696', '84141', '84142', '84143', '84144', '84155', '15487', '22119', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
564,sov,"['1689', '78210', '19584', '78208', '7598', '79322', '79321', '7597', '7596', '838', '79309', '19890', '836', '64161', '786', '64160', '7584', '7583', '7536', '7582', '7581', '7534', '79316', '7540', '19926', '7573', '19927', '19928', '20256', '64137', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
828,sov,"['228', '64876', '10091', '10162', '10161', '36343', '10129', '65419', '10043', '80556', '10025', '80555', '36331', '10037', '10026', '10027', '10028', '10029', '80569', '10030', '80448', '10031', '80570', '13632', '13634', '15898', '13640', '13642', '13644', '13646', '13650', '13679', '13652', '13654', '83212', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1265,dc_driver,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
558,dc_passenger,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
677,sov,"['411', '20066', '19768', '19764', '20065', '20064', '20063', '65808', '7510', '80716', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1,dc_driver,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
832,dc_passenger,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1209,dc_driver,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1029,dc_passenger,"['945', '80684', '946', '7646', '79297', '64630', '20496', '20497', '7558', '25335', '7764', '7760', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
840,dc_driver,"['311', '32111', '32110', '80598', '10101', '14243', '10100', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
1275,dc_passenger,"['311', '32111', '32110', '80598', '10101', '14243', '10100', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
501,dc_driver,"['2934', '36731', '12213', '13417', '36728', '12212', '13416', '73816', '12039', '32965', '81364', '81363', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
43,dc_passenger,"['2934', '36731', '12213', '13417', '36728', '12212', '13416', '73816', '12039', '32965', '81364', '81363', '13262', '12211', '81441', '11995', '81443', '11998', '12000', '14774', '14770', '11992', '11993', '12278', '84741', '83042', '83135', '81409', '83137', '12282', '11967', '11968', '83050', '81401', '83046', '11987', '81399', '11989', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
243,sov,"['2840', '32133', '13828', '12154', '36624', '83599', '81500', '15008', '12153', '81499', '32904', '32903', '12152', '2830', '64690', '15001', '2828', '25606', '12194', '14425', '25515', '14426', '81452', '36631', '81451', '14596', '81453', '14598', '11983', '83104', '83106', '12280', '13592', '10567', '83096', '83098', '10568', '10478', '10480', '10263', '10264', '81447', '83090', '83088', '10265', '81751', '10239', '10242', '22852', '81755', '83079', '83081', '10267', '83017', '84738', '84739', '10268', '10269', '83013', '10270', '81797', '9108', '83009', '9113', '19509', '19512', '83005', '19510', '81805', '19511', '7860', '83214', '7862', '13657', '19953', '79139', '79144', '79146', '7867', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
237,dc_driver,"['507', '25348', '74164', '74165', '20288', '20287', '20286', '20285', '64624', '20387', '484']"
11,dc_passenger,"['507', '25348', '74164', '74165', '20288', '20287', '20286', '20285', '64624', '20387', '484']"
345,sov,"['1963', '80088', '12650', '12649', '36454', '14069', '12562', '83336', '12559', '12561', '12555', '12557', '12552', '12553', '12750', '12549', '80128', '12751', '12538', '12306', '12536', '12313', '80065', '12537', '12308', '12311', '80207', '9824', '9826', '9814', '9817', '9802', '80292', '10204', '10205', '9811', '10206', '83288', '9804', '13089', '17217', '10219', '14607', '80605', '10192', '10221', '80621', '8062', '8157', '80623', '8058', '8158', '80733', '8055', '15094', '80732', '19744', '19743', '19742', '80713', '19727', '19741', '80712', '80711', '80710', '19740', '19739', '19738', '80714', '13837', '25347', '19737', '80717', '20055', '20054', '19770', '20390', '20389', '20388', '484']"
0,sov,"['1087', '8495', '8836', '8835', '17944', '8861', '8866', '8865', '8870', '8871', '79101', '8872', '8702', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
382,dc_driver,"['3595', '64664', '73202', '64663', '27104', '11196', '79043', '13739', '20906', '73217', '25252', '14336', '25256', '13734', '13167', '25260', '79039', '79038', '13168', '79040', '11199', '65447', '11252', '36907', '36908', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
72,dc_passenger,"['3595', '64664', '73202', '64663', '27104', '11196', '79043', '13739', '20906', '73217', '25252', '14336', '25256', '13734', '13167', '25260', '79039', '79038', '13168', '79040', '11199', '65447', '11252', '36907', '36908', '12927', '73220', '79032', '82507', '12928', '14655', '84997', '14359', '25269', '83995', '8357', '79074', '8202', '8264', '8381', '49831', '8324', '8337', '22039', '8251', '8252', '8273', '8253', '8254', '80976', '8255', '80972', '8256', '8257', '14255', '8258', '14252', '80953', '8644', '22124', '8638', '8693', '80909', '79111', '79113', '8641', '8711', '8642', '7769', '7822', '79087', '7825', '7770', '79091', '7773', '79360', '79359', '7774', '7775', '20600', '20601', '17189', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1341,dc_driver,"['526', '13677', '79128', '20656', '36317', '20470', '356', '19956', '25383', '19954', '82583', '7880', '7881', '7866', '13836', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1384,dc_passenger,"['526', '13677', '79128', '20656', '36317', '20470', '356', '19956', '25383', '19954', '82583', '7880', '7881', '7866', '13836', '7868', '7871', '13230', '7872', '7873', '8050', '79209', '8152', '7857', '79208', '20275', '20369', '15268', '20276', '484']"
1332,sov,"['2645', '81612', '32380', '32828', '12067', '12248', '12247', '12246', '12245', '73857', '11120', '81635', '11119', '36698', '81637', '81638', '32366', '11075', '11074', '81662', '81878', '10973', '10974', '9094', '9095', '9096', '9097', '9098', '9099', '9078', '9082', '9102', '9103', '9104', '9216', '9289', '14906', '9217', '36428', '9218', '9219', '9220', '14870', '9221', '81733', '81734', '9199', '9198', '19577', '19563', '78012', '19562', '19537', '78014', '19560', '64225', '19541', '19559', '19558', '78016', '19557', '65056', '19556', '78192', '19603', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
1329,dc_driver,"['3902', '11705', '80438', '80437', '80436', '11712', '13779', '11713', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1433,dc_passenger,"['3902', '11705', '80438', '80437', '80436', '11712', '13779', '11713', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1328,sov,"['1773', '9144', '65933', '9143', '81930', '9142', '25491', '9141', '25492', '74425', '15296', '9140', '65929', '9139', '65042', '9138', '9137', '74436', '65928', '9136', '65934', '74438', '14926', '25460', '9135', '9134', '9133', '78076', '9132', '9130', '74454', '9129', '9012', '81983', '13891', '19501', '14810', '78205', '7717', '14676', '79330', '7720', '7721', '7722', '79346', '7580', '7579', '20300', '19840', '79302', '36287', '19841', '19842', '79301', '19843', '19844', '19845', '64136', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
1318,sov,"['1519', '9441', '74466', '9440', '14918', '65040', '25487', '81916', '9439', '9163', '9248', '9438', '9437', '74354', '81910', '25471', '9436', '65983', '9488', '9435', '81907', '81908', '9190', '9189', '9188', '9187', '9193', '9330', '40096', '28090', '78029', '9329', '78037', '78038', '78039', '9311', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
97,sov,"['5072', '57246', '57249', '56163', '56162', '56160', '56159', '56158', '56154', '83982', '83983', '56152', '24843', '56148', '56144', '56143', '66000', '56138', '65683', '56137', '24854', '56136', '56112', '11571', '11572', '11590', '11574', '11586', '11575', '13526', '79406', '11576', '11577', '11579', '11337', '11338', '11343', '11560', '11339', '11340', '80410', '11390', '11561', '11553', '13528', '11386', '11562', '11524', '11525', '11563', '7959', '80648', '80649', '7961', '79412', '7962', '7963', '7964', '8133', '7753', '80695', '8134', '7755', '8135', '7757', '8136', '7759', '7763', '79286', '7761', '79288', '7767', '8138', '7929', '79343', '7732', '79376', '7733', '7734', '20095', '20108', '20110', '20111', '20317', '36285', '20253', '64133', '19846', '64144', '20112', '64145', '20046', '66042', '20047', '20048', '20049', '20360', '20050', '20051', '20052', '78287', '20376', '64034', '20053', '20143', '38199', '66039', '38198', '66037', '19794', '20171', '20278', '20390', '20389', '20388', '484']"
58,dc_driver,"['1628', '25465', '9328', '9327', '78068', '9326', '9379', '28089', '9512', '15298', '40097', '9378', '15301', '25445', '9120', '78058', '9182', '78056', '9181', '9180', '13675', '13676', '19572', '19621', '14912', '19602', '64193', '20412', '79243', '79244', '79245', '79246', '20413', '79241', '20414', '20415', '79240', '20416', '25368', '20417', '64067', '7610', '79234', '7615', '20418', '79249', '20419', '64057', '20420', '79235', '19984', '64048', '82225', '20029', '64046', '20125', '64045', '20273', '20275', '20369', '15268', '20276', '484']"
